Airline,Source,Destination,Total_Stops,Price,Price_USD,Duration_min,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min
Multiple carriers,Delhi,Cochin,2,16655,199.86,625,21,5,15,5,1,30
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,750,18,5,5,45,18,15
SpiceJet,Kolkata,Banglore,0,3873,46.476,150,21,6,17,10,19,40
IndiGo,Kolkata,Banglore,0,5224,62.688,150,9,6,15,15,17,45
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1170,15,5,16,30,12,0
IndiGo,Kolkata,Banglore,0,4778,57.336,170,3,3,5,30,8,20
Jet Airways,Delhi,Cochin,1,16289,195.46800000000002,1320,9,3,20,50,18,50
Air India,Delhi,Cochin,0,5674,68.08800000000001,170,18,3,5,10,8,0
Air India,Mumbai,Hyderabad,2,12854,154.248,1795,12,3,6,0,11,55
Air India,Banglore,New Delhi,1,8425,101.10000000000001,785,9,3,22,0,11,5
Jet Airways,Delhi,Cochin,2,9328,111.936,2240,21,3,5,30,18,50
Multiple carriers,Delhi,Cochin,1,17057,204.684,795,3,3,2,15,15,30
Jet Airways,Banglore,Delhi,0,7229,86.748,180,3,5,19,50,22,50
IndiGo,Delhi,Cochin,1,14871,178.452,570,3,3,11,30,21,0
Jet Airways,Delhi,Cochin,2,14300,171.6,1845,27,6,12,15,19,0
Jet Airways,Kolkata,Banglore,1,8529,102.348,730,12,6,21,10,9,20
Multiple carriers,Delhi,Cochin,1,10877,130.524,845,9,6,4,55,19,0
IndiGo,Kolkata,Banglore,1,5386,64.632,280,21,5,17,35,22,15
Multiple carriers,Delhi,Cochin,1,11622,139.464,485,27,3,10,45,18,50
Multiple carriers,Delhi,Cochin,1,10197,122.364,910,27,5,3,50,19,0
Air Asia,Delhi,Cochin,1,8028,96.336,345,21,5,16,45,22,30
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,1,6,12,0,13,30
Air India,Banglore,New Delhi,1,6781,81.372,790,3,3,8,15,21,25
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,21,5,17,10,19,40
Multiple carriers,Delhi,Cochin,1,8266,99.19200000000001,535,6,6,10,20,19,15
IndiGo,Banglore,New Delhi,0,6144,73.72800000000001,175,24,3,7,10,10,5
Jet Airways,Banglore,Delhi,0,4544,54.528,175,24,4,11,10,14,5
Jet Airways,Delhi,Cochin,2,14441,173.292,425,3,6,5,30,12,35
Air India,Mumbai,Hyderabad,0,3100,37.2,80,12,6,21,5,22,25
Jet Airways,Kolkata,Banglore,1,13067,156.804,1080,18,5,20,25,14,25
Jet Airways,Kolkata,Banglore,1,8529,102.348,1720,12,6,18,55,23,35
IndiGo,Delhi,Cochin,1,6442,77.304,455,15,5,8,35,16,10
Multiple carriers,Delhi,Cochin,1,6480,77.76,640,27,6,10,20,21,0
Air India,Banglore,New Delhi,1,11003,132.036,1490,3,3,10,30,11,20
Vistara,Banglore,Delhi,0,4668,56.016,170,12,6,21,0,23,50
Jet Airways,Kolkata,Banglore,1,13941,167.292,1330,9,5,6,30,4,40
Vistara,Kolkata,Banglore,1,8820,105.84,700,12,5,7,10,18,50
Air India,Delhi,Cochin,1,9064,108.768,315,9,3,17,45,23,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,685,6,6,8,25,19,50
Jet Airways,Delhi,Cochin,2,15129,181.548,810,18,5,5,30,19,0
Multiple carriers,Delhi,Cochin,1,6513,78.156,540,9,5,7,10,16,10
Jet Airways,Kolkata,Banglore,1,14676,176.112,395,9,6,17,0,23,35
IndiGo,Banglore,Delhi,0,4823,57.876,175,18,5,7,10,10,5
IndiGo,Kolkata,Banglore,0,4174,50.088,150,12,4,15,15,17,45
Jet Airways,Delhi,Cochin,2,19172,230.064,750,9,3,15,55,4,25
SpiceJet,Banglore,Delhi,0,4423,53.076,160,12,4,5,55,8,35
SpiceJet,Kolkata,Banglore,0,3873,46.476,155,12,6,6,55,9,30
IndiGo,Delhi,Cochin,1,7189,86.268,345,3,6,21,50,3,35
Jet Airways,Kolkata,Banglore,1,13731,164.772,1330,6,6,6,30,4,40
Jet Airways,Kolkata,Banglore,1,14151,169.812,1520,12,5,9,35,10,55
Air India,Chennai,Kolkata,0,4667,56.004,135,21,5,11,40,13,55
Jet Airways,Delhi,Cochin,2,8834,106.008,1995,21,3,19,10,4,25
Jet Airways,Kolkata,Banglore,1,11467,137.604,1365,1,5,20,25,19,10
Vistara,Mumbai,Hyderabad,1,12395,148.74,480,6,3,8,45,16,45
Multiple carriers,Delhi,Cochin,1,7858,94.296,460,21,5,17,15,0,55
IndiGo,Kolkata,Banglore,0,4804,57.648,155,24,5,20,20,22,55
Jet Airways,Kolkata,Banglore,1,13469,161.62800000000001,800,9,6,20,25,9,45
IndiGo,Delhi,Cochin,0,7673,92.07600000000001,185,6,3,14,30,17,35
Jet Airways,Kolkata,Banglore,1,14151,169.812,1500,9,6,17,0,18,0
Jet Airways,Delhi,Cochin,1,10262,123.144,1295,24,6,15,0,12,35
Jet Airways,Delhi,Cochin,2,13014,156.168,1615,24,6,9,40,12,35
Jet Airways,Delhi,Cochin,1,12373,148.476,360,9,5,13,0,19,0
Jet Airways,Delhi,Cochin,1,11399,136.788,540,18,5,10,0,19,0
SpiceJet,Banglore,Delhi,0,3971,47.652,170,6,5,9,30,12,20
Multiple carriers,Delhi,Cochin,1,6007,72.084,900,27,6,6,0,21,0
Air India,Banglore,New Delhi,1,6383,76.596,745,15,3,10,30,22,55
IndiGo,Banglore,Delhi,0,5740,68.88,170,12,5,8,30,11,20
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,15,6,13,15,14,45
Multiple carriers,Delhi,Cochin,2,5935,71.22,850,21,3,7,10,21,20
IndiGo,Kolkata,Banglore,0,4174,50.088,165,6,4,9,35,12,20
IndiGo,Delhi,Cochin,1,7738,92.85600000000001,515,21,3,4,45,13,20
Air India,Delhi,Cochin,2,10441,125.292,1275,24,5,22,0,19,15
Air India,Mumbai,Hyderabad,0,3100,37.2,80,15,3,21,5,22,25
Jet Airways,Delhi,Cochin,1,14714,176.568,1530,6,6,17,30,19,0
Vistara,Kolkata,Banglore,1,9135,109.62,1550,9,6,17,0,18,50
Air India,Kolkata,Banglore,1,7893,94.71600000000001,1540,1,4,16,50,18,30
Jet Airways,Kolkata,Banglore,1,12121,145.452,395,6,5,17,0,23,35
Air India,Delhi,Cochin,0,6094,73.128,180,9,6,14,10,17,10
IndiGo,Banglore,Delhi,0,4423,53.076,170,9,6,10,10,13,0
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,665,21,3,20,35,7,40
Vistara,Banglore,Delhi,0,5403,64.836,170,3,4,11,30,14,20
SpiceJet,Kolkata,Banglore,0,3841,46.092,145,1,4,9,0,11,25
Jet Airways,Delhi,Cochin,2,11093,133.116,1060,21,3,10,45,4,25
Jet Airways,Banglore,Delhi,0,7229,86.748,180,24,4,19,50,22,50
IndiGo,Banglore,Delhi,0,4823,57.876,180,27,5,16,55,19,55
Jet Airways,Kolkata,Banglore,1,11467,137.604,575,1,5,9,35,19,10
IndiGo,Kolkata,Banglore,1,6111,73.33200000000001,330,1,5,7,10,12,40
Jet Airways,Kolkata,Banglore,1,8066,96.792,1075,9,5,17,0,10,55
IndiGo,Delhi,Cochin,1,7258,87.096,975,27,3,4,45,21,0
Air India,Delhi,Cochin,0,4729,56.748000000000005,170,27,3,5,10,8,0
Multiple carriers,Delhi,Cochin,1,15135,181.62,580,6,3,9,10,18,50
Air India,Kolkata,Banglore,2,12718,152.616,955,24,5,9,25,1,20
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,85,18,6,2,55,4,20
IndiGo,Delhi,Cochin,1,5298,63.576,320,24,6,6,50,12,10
Jet Airways,Banglore,New Delhi,1,14815,177.78,785,6,3,11,40,0,45
Jet Airways,Delhi,Cochin,2,13014,156.168,1375,24,6,5,30,4,25
SpiceJet,Kolkata,Banglore,0,4491,53.892,145,18,5,9,0,11,25
Multiple carriers,Delhi,Cochin,1,11421,137.052,510,27,3,10,20,18,50
Jet Airways,Banglore,New Delhi,1,12284,147.40800000000002,1420,18,3,8,0,7,40
Jet Airways,Banglore,Delhi,0,7229,86.748,165,12,5,6,0,8,45
IndiGo,Banglore,Delhi,0,4823,57.876,175,15,4,7,10,10,5
Jet Airways,Delhi,Cochin,1,12898,154.776,450,27,6,20,55,4,25
Multiple carriers,Delhi,Cochin,1,13587,163.044,835,27,6,7,5,21,0
Jet Airways,Delhi,Cochin,1,12373,148.476,1165,18,5,9,0,4,25
Multiple carriers,Delhi,Cochin,1,5999,71.988,910,21,3,7,10,22,20
Air India,Kolkata,Banglore,2,10907,130.88400000000001,610,18,5,8,20,18,30
Jet Airways,Kolkata,Banglore,1,14151,169.812,690,6,6,9,35,21,5
IndiGo,Banglore,Delhi,0,4591,55.092,170,12,5,23,30,2,20
Jet Airways,Banglore,New Delhi,1,19225,230.70000000000002,375,6,3,14,5,20,20
Jet Airways,Kolkata,Banglore,1,9663,115.956,1315,6,5,14,5,12,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,705,1,5,6,30,18,15
Multiple carriers,Delhi,Cochin,1,13727,164.724,480,9,5,13,0,21,0
Jet Airways,Kolkata,Banglore,1,14151,169.812,690,18,5,9,35,21,5
Jet Airways,Delhi,Cochin,1,10262,123.144,1100,27,6,18,15,12,35
SpiceJet,Kolkata,Banglore,0,3873,46.476,145,12,6,9,0,11,25
Jet Airways,Delhi,Cochin,2,13014,156.168,535,24,6,19,30,4,25
Air India,Kolkata,Banglore,0,5510,66.12,150,21,6,14,15,16,45
Jet Airways,Delhi,Cochin,2,17282,207.38400000000001,1060,9,3,10,45,4,25
Multiple carriers,Delhi,Cochin,2,6653,79.836,695,27,3,9,45,21,20
IndiGo,Delhi,Cochin,1,12214,146.568,315,3,3,9,55,15,10
Air India,Mumbai,Hyderabad,0,3625,43.5,90,1,5,13,55,15,25
IndiGo,Banglore,New Delhi,0,6860,82.32000000000001,180,3,3,8,30,11,30
GoAir,Delhi,Cochin,1,3876,46.512,540,24,6,10,35,19,35
Vistara,Banglore,Delhi,0,5613,67.356,165,27,4,19,30,22,15
Air India,Delhi,Cochin,2,8971,107.652,1545,27,3,5,55,7,40
Jet Airways,Banglore,Delhi,0,4030,48.36,180,21,5,19,50,22,50
IndiGo,Delhi,Cochin,1,8075,96.9,635,27,3,15,0,1,35
Multiple carriers,Delhi,Cochin,1,7005,84.06,900,15,6,6,0,21,0
IndiGo,Kolkata,Banglore,0,4778,57.336,165,6,3,22,10,0,55
Vistara,Chennai,Kolkata,0,3687,44.244,135,9,5,7,5,9,20
Jet Airways,Delhi,Cochin,1,10262,123.144,1015,9,6,11,30,4,25
Air India,Delhi,Cochin,2,15113,181.356,1545,3,3,5,55,7,40
IndiGo,Delhi,Cochin,1,6979,83.748,895,6,5,10,35,1,30
Multiple carriers,Delhi,Cochin,1,6717,80.604,545,21,3,7,5,16,10
Jet Airways,Banglore,New Delhi,1,16736,200.832,845,6,3,8,55,23,0
Air India,Banglore,New Delhi,1,7192,86.304,480,15,3,11,50,19,50
IndiGo,Kolkata,Banglore,1,4226,50.712,250,15,4,6,20,10,30
Multiple carriers,Delhi,Cochin,1,9627,115.524,630,21,5,8,30,19,0
Jet Airways,Delhi,Cochin,1,4757,57.084,1005,3,4,2,15,19,0
Jet Airways,Kolkata,Banglore,1,14571,174.852,510,24,5,14,5,22,35
Air Asia,Kolkata,Banglore,1,5162,61.944,220,1,4,6,50,10,30
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1430,18,5,16,30,16,20
SpiceJet,Kolkata,Banglore,0,3815,45.78,150,21,3,9,0,11,30
Jet Airways,Banglore,New Delhi,1,17261,207.132,1310,6,3,11,40,9,30
Jet Airways,Banglore,New Delhi,1,16736,200.832,615,6,3,21,25,7,40
SpiceJet,Kolkata,Banglore,0,3841,46.092,145,21,6,9,0,11,25
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,400,24,5,14,5,20,45
IndiGo,Delhi,Cochin,1,6838,82.056,615,21,3,10,45,21,0
Air India,Kolkata,Banglore,1,6612,79.34400000000001,1515,12,5,12,0,13,15
Air India,Banglore,New Delhi,0,8851,106.212,170,9,3,13,20,16,10
Vistara,Mumbai,Hyderabad,1,12395,148.74,670,6,3,8,45,19,55
Air Asia,Banglore,Delhi,0,4282,51.384,170,24,6,4,55,7,45
Jet Airways,Kolkata,Banglore,1,14781,177.372,800,21,5,20,0,9,20
Multiple carriers,Delhi,Cochin,1,9646,115.752,765,12,6,9,45,22,30
IndiGo,Delhi,Cochin,1,6628,79.536,630,27,5,15,0,1,30
Vistara,Banglore,Delhi,0,4668,56.016,160,18,6,7,0,9,40
Multiple carriers,Delhi,Cochin,1,16863,202.356,455,6,3,18,0,1,35
Multiple carriers,Delhi,Cochin,1,12192,146.304,720,9,6,7,0,19,0
Jet Airways,Delhi,Cochin,1,12719,152.62800000000001,1570,21,3,2,15,4,25
Jet Airways,Delhi,Cochin,1,12898,154.776,885,21,5,21,50,12,35
Jet Airways,Delhi,Cochin,1,10262,123.144,1395,3,6,19,45,19,0
SpiceJet,Kolkata,Banglore,1,7804,93.648,330,24,5,15,55,21,25
IndiGo,Kolkata,Banglore,0,4174,50.088,155,18,4,4,40,7,15
IndiGo,Mumbai,Hyderabad,0,2227,26.724,95,27,6,20,5,21,40
Jet Airways,Banglore,New Delhi,1,11087,133.044,610,18,3,22,50,9,0
Multiple carriers,Delhi,Cochin,1,11667,140.004,650,21,3,8,0,18,50
Air India,Delhi,Cochin,0,7931,95.172,185,6,3,18,5,21,10
IndiGo,Chennai,Kolkata,0,5277,63.324,140,12,6,22,5,0,25
Jet Airways,Kolkata,Banglore,1,13626,163.512,705,12,6,6,30,18,15
Jet Airways,Delhi,Cochin,1,12373,148.476,610,18,5,18,15,4,25
Jet Airways,Kolkata,Banglore,1,10031,120.372,700,24,3,6,30,18,10
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1695,12,5,16,30,20,45
GoAir,Delhi,Cochin,1,6591,79.092,540,9,5,10,35,19,35
Jet Airways,Delhi,Cochin,1,5406,64.872,1485,1,4,18,15,19,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1150,15,5,21,10,16,20
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,27,5,22,45,0,15
Jet Airways,Delhi,Cochin,1,12373,148.476,1595,9,5,10,0,12,35
Air India,Delhi,Cochin,1,8669,104.028,735,6,6,7,0,19,15
Air Asia,Delhi,Cochin,1,6151,73.812,470,27,3,7,55,15,45
Multiple carriers,Delhi,Cochin,1,10348,124.176,765,18,5,9,45,22,30
Jet Airways,Banglore,New Delhi,0,8016,96.19200000000001,160,24,3,19,55,22,35
IndiGo,Banglore,Delhi,0,4823,57.876,170,12,6,8,30,11,20
Air India,Kolkata,Banglore,0,5510,66.12,150,21,5,14,15,16,45
Air India,Mumbai,Hyderabad,0,3100,37.2,80,18,3,6,20,7,40
Jet Airways,Delhi,Cochin,1,10262,123.144,1485,27,6,18,15,19,0
Jet Airways,Delhi,Cochin,1,14714,176.568,450,1,6,11,30,19,0
Jet Airways,Delhi,Cochin,1,10262,123.144,540,15,6,10,0,19,0
Air India,Banglore,Delhi,0,6961,83.532,170,18,6,17,0,19,50
IndiGo,Delhi,Cochin,1,6206,74.47200000000001,480,27,5,17,30,1,30
Air India,Banglore,New Delhi,2,7904,94.848,880,15,3,8,15,22,55
Jet Airways,Delhi,Cochin,2,12819,153.828,1045,27,6,19,10,12,35
Jet Airways,Delhi,Cochin,1,10262,123.144,885,15,6,21,50,12,35
IndiGo,Banglore,Delhi,0,4591,55.092,165,21,4,1,30,4,15
Jet Airways,Delhi,Cochin,2,10368,124.416,1615,24,6,9,40,12,35
Multiple carriers,Delhi,Cochin,1,11142,133.704,730,9,5,7,5,19,15
Air India,Delhi,Cochin,0,4729,56.748000000000005,170,6,4,5,10,8,0
Multiple carriers,Delhi,Cochin,1,9424,113.08800000000001,750,9,5,13,0,1,30
Multiple carriers,Delhi,Cochin,1,15136,181.632,390,6,3,9,0,15,30
Air India,Delhi,Cochin,2,12199,146.388,865,18,5,17,15,7,40
Jet Airways,Delhi,Cochin,1,10262,123.144,1015,12,6,11,30,4,25
IndiGo,Delhi,Cochin,0,4729,56.748000000000005,195,3,4,14,20,17,35
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,9,6,17,10,19,40
Jet Airways,Kolkata,Banglore,1,14388,172.656,865,18,5,18,55,9,20
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,27,6,2,35,4,5
Air India,Banglore,New Delhi,2,12358,148.296,1545,3,3,8,50,10,35
Air India,Kolkata,Banglore,2,6117,73.404,1170,15,5,9,10,4,40
Jet Airways,Delhi,Cochin,2,15129,181.548,1375,24,5,5,30,4,25
Jet Airways,Kolkata,Banglore,1,14388,172.656,665,15,5,21,10,8,15
Air India,Delhi,Cochin,1,7480,89.76,1255,24,6,12,30,9,25
Multiple carriers,Delhi,Cochin,1,10791,129.492,395,27,6,6,0,12,35
Jet Airways,Delhi,Cochin,1,12452,149.424,1280,27,3,7,5,4,25
IndiGo,Kolkata,Banglore,1,4226,50.712,235,21,5,19,55,23,50
Vistara,Banglore,Delhi,0,5403,64.836,170,15,4,21,0,23,50
Multiple carriers,Delhi,Cochin,1,9646,115.752,765,1,6,9,45,22,30
Air Asia,Banglore,Delhi,0,4282,51.384,170,3,6,4,55,7,45
Multiple carriers,Delhi,Cochin,1,7845,94.14,395,27,3,8,55,15,30
IndiGo,Chennai,Kolkata,0,3384,40.608000000000004,140,21,3,19,35,21,55
IndiGo,Banglore,Delhi,0,4823,57.876,175,6,5,18,55,21,50
IndiGo,Chennai,Kolkata,0,3597,43.164,140,15,6,19,35,21,55
Multiple carriers,Delhi,Cochin,1,13587,163.044,720,15,6,9,0,21,0
Air Asia,Delhi,Cochin,1,13474,161.68800000000002,865,3,3,16,45,7,10
IndiGo,Chennai,Kolkata,0,3384,40.608000000000004,135,21,3,13,20,15,35
Jet Airways,Delhi,Cochin,2,15129,181.548,810,27,5,5,30,19,0
Jet Airways,Kolkata,Banglore,1,8586,103.032,1545,21,5,6,30,8,15
IndiGo,Banglore,Delhi,0,4591,55.092,170,9,6,23,30,2,20
Jet Airways,Delhi,Cochin,2,13882,166.584,1490,27,6,11,45,12,35
Multiple carriers,Delhi,Cochin,1,18286,219.43200000000002,755,3,3,13,0,1,35
Air Asia,Kolkata,Banglore,1,5192,62.304,710,15,5,7,35,19,25
Jet Airways,Delhi,Cochin,2,11118,133.416,1615,27,6,9,40,12,35
IndiGo,Delhi,Cochin,1,14871,178.452,530,3,3,6,40,15,30
Air India,Kolkata,Banglore,2,15107,181.284,1165,24,5,10,0,5,25
Air India,Delhi,Cochin,1,8669,104.028,735,12,6,7,0,19,15
GoAir,Kolkata,Banglore,1,5171,62.052,455,1,4,16,40,0,15
Jet Airways,Kolkata,Banglore,1,8529,102.348,1170,12,6,16,30,12,0
Jet Airways,Delhi,Cochin,1,7438,89.256,320,27,3,23,5,4,25
IndiGo,Delhi,Cochin,1,6206,74.47200000000001,500,9,6,17,10,1,30
Air India,Banglore,Delhi,0,7171,86.052,165,9,6,17,0,19,45
Jet Airways,Kolkata,Banglore,1,14151,169.812,1730,9,6,9,35,14,25
Jet Airways,Kolkata,Banglore,1,14939,179.268,800,9,6,18,55,8,15
Jet Airways,Banglore,New Delhi,1,25735,308.82,1425,1,3,11,40,11,25
Jet Airways,Delhi,Cochin,2,13882,166.584,1140,12,6,9,25,4,25
Vistara,Kolkata,Banglore,1,9555,114.66,1350,18,5,20,20,18,50
IndiGo,Kolkata,Banglore,0,4804,57.648,155,27,4,20,20,22,55
Vistara,Chennai,Kolkata,0,6627,79.524,135,15,3,7,5,9,20
Jet Airways,Kolkata,Banglore,1,8586,103.032,330,12,5,6,30,12,0
IndiGo,Kolkata,Banglore,0,4804,57.648,155,9,5,22,15,0,50
Air India,Banglore,New Delhi,2,17135,205.62,2345,1,3,8,50,23,55
Jet Airways,Delhi,Cochin,1,15554,186.648,540,9,5,10,0,19,0
IndiGo,Delhi,Cochin,1,6838,82.056,750,27,5,8,30,21,0
IndiGo,Delhi,Cochin,1,8258,99.096,265,3,3,7,35,12,0
GoAir,Delhi,Cochin,1,8213,98.556,535,6,3,10,25,19,20
Multiple carriers,Delhi,Cochin,1,12192,146.304,720,6,6,7,0,19,0
Multiple carriers,Delhi,Cochin,1,14848,178.17600000000002,555,3,6,10,0,19,15
IndiGo,Kolkata,Banglore,0,4148,49.776,155,21,3,15,10,17,45
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,960,6,6,20,0,12,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1660,18,5,18,55,22,35
Multiple carriers,Delhi,Cochin,1,6795,81.54,390,24,6,19,0,1,30
Jet Airways,Kolkata,Banglore,1,14781,177.372,730,15,5,16,30,4,40
IndiGo,Delhi,Cochin,1,6582,78.984,315,27,6,7,15,12,30
SpiceJet,Banglore,Delhi,0,3919,47.028,170,24,4,9,30,12,20
Multiple carriers,Delhi,Cochin,1,9646,115.752,765,27,6,9,45,22,30
SpiceJet,Banglore,New Delhi,1,7744,92.928,485,1,3,15,35,23,40
Jet Airways,Delhi,Cochin,2,11733,140.796,1615,6,6,9,40,12,35
Jet Airways,Delhi,Cochin,1,10262,123.144,1165,15,6,9,0,4,25
Jet Airways,Banglore,New Delhi,1,17524,210.288,390,12,3,5,45,12,15
SpiceJet,Mumbai,Hyderabad,0,3603,43.236000000000004,85,9,3,22,45,0,10
Multiple carriers,Delhi,Cochin,1,7564,90.768,705,18,5,7,30,19,15
Multiple carriers,Delhi,Cochin,1,7005,84.06,640,9,6,10,20,21,0
IndiGo,Delhi,Cochin,1,14871,178.452,985,3,3,9,10,1,35
Air Asia,Banglore,Delhi,0,4282,51.384,170,18,4,4,55,7,45
Jet Airways,Delhi,Cochin,2,15129,181.548,810,27,5,23,5,12,35
Air Asia,Delhi,Cochin,1,6752,81.024,340,24,6,16,45,22,25
Air India,Delhi,Cochin,0,6094,73.128,230,21,5,14,5,17,55
IndiGo,Mumbai,Hyderabad,0,3175,38.1,90,1,5,16,55,18,25
Multiple carriers,Delhi,Cochin,1,8266,99.19200000000001,630,27,6,8,45,19,15
GoAir,Banglore,Delhi,0,6722,80.664,165,12,4,20,55,23,40
SpiceJet,Kolkata,Banglore,0,3873,46.476,155,24,6,6,55,9,30
Air India,Mumbai,Hyderabad,0,2575,30.900000000000002,90,3,4,13,55,15,25
Multiple carriers,Delhi,Cochin,1,7787,93.444,755,21,5,6,40,19,15
IndiGo,Delhi,Cochin,1,9257,111.084,345,3,3,2,0,7,45
Jet Airways,Banglore,Delhi,0,4030,48.36,185,12,5,18,55,22,0
SpiceJet,Banglore,Delhi,0,4991,59.892,175,3,5,21,10,0,5
IndiGo,Delhi,Cochin,1,9861,118.33200000000001,350,21,3,7,30,13,20
IndiGo,Banglore,New Delhi,1,10406,124.872,285,15,3,16,50,21,35
Jet Airways,Banglore,Delhi,0,7229,86.748,175,9,6,15,15,18,10
Multiple carriers,Delhi,Cochin,1,7670,92.04,735,15,5,8,45,21,0
Jet Airways,Delhi,Cochin,2,14300,171.6,505,24,6,20,0,4,25
Vistara,Kolkata,Banglore,1,8452,101.424,1655,15,5,7,10,10,45
SpiceJet,Kolkata,Banglore,0,3873,46.476,150,6,4,14,55,17,25
SpiceJet,Kolkata,Banglore,1,6853,82.236,520,9,6,8,35,17,15
Jet Airways,Banglore,Delhi,0,7229,86.748,175,6,4,11,10,14,5
Jet Airways,Banglore,Delhi,0,7229,86.748,180,15,4,19,50,22,50
Jet Airways,Delhi,Cochin,1,14714,176.568,1040,3,6,19,15,12,35
IndiGo,Kolkata,Banglore,0,4804,57.648,155,12,6,17,15,19,50
IndiGo,Kolkata,Banglore,1,11465,137.58,295,9,5,9,20,14,15
IndiGo,Banglore,Delhi,0,4591,55.092,170,21,4,23,30,2,20
IndiGo,Delhi,Cochin,1,6628,79.536,975,9,6,9,15,1,30
IndiGo,Delhi,Cochin,1,8025,96.3,345,6,3,2,0,7,45
Air Asia,Delhi,Cochin,1,6152,73.824,470,12,6,7,55,15,45
IndiGo,Banglore,Delhi,0,3943,47.316,170,3,4,10,10,13,0
Vistara,Kolkata,Banglore,1,9187,110.244,1655,6,6,7,10,10,45
Vistara,Kolkata,Banglore,1,9187,110.244,865,21,5,20,20,10,45
Air India,Kolkata,Banglore,2,15164,181.96800000000002,1665,1,5,10,0,13,45
Multiple carriers,Delhi,Cochin,1,10276,123.312,385,6,3,9,45,16,10
Multiple carriers,Delhi,Cochin,1,12192,146.304,910,1,6,3,50,19,0
Air Asia,Kolkata,Banglore,1,5554,66.648,215,24,3,19,55,23,30
Air India,Delhi,Cochin,1,6377,76.524,735,27,3,7,0,19,15
IndiGo,Delhi,Cochin,1,6232,74.784,305,21,3,20,30,1,35
IndiGo,Delhi,Cochin,1,6496,77.952,295,9,5,5,10,10,5
IndiGo,Banglore,Delhi,0,4823,57.876,185,24,6,18,15,21,20
IndiGo,Kolkata,Banglore,1,6116,73.392,220,6,6,19,35,23,15
Jet Airways,Kolkata,Banglore,1,7757,93.084,1335,9,5,20,0,18,15
Multiple carriers,Delhi,Cochin,1,8266,99.19200000000001,630,21,5,8,45,19,15
SpiceJet,Kolkata,Banglore,0,3873,46.476,155,21,5,6,55,9,30
Jet Airways,Kolkata,Banglore,1,11841,142.092,775,15,5,21,10,10,5
IndiGo,Kolkata,Banglore,0,4804,57.648,155,24,5,15,30,18,5
IndiGo,Banglore,Delhi,0,3943,47.316,170,1,6,10,10,13,0
Multiple carriers,Delhi,Cochin,1,15898,190.776,465,27,5,11,30,19,15
Jet Airways,Kolkata,Banglore,1,14151,169.812,1685,15,5,17,0,21,5
Jet Airways,Delhi,Cochin,1,10577,126.924,745,9,6,16,0,4,25
Air India,Banglore,Delhi,0,4441,53.292,165,3,4,6,10,8,55
Jet Airways,Delhi,Cochin,1,5177,62.124,1505,6,4,11,30,12,35
Air India,Kolkata,Banglore,0,4460,53.52,155,1,4,20,45,23,20
Multiple carriers,Delhi,Cochin,1,13727,164.724,780,18,5,8,0,21,0
Jet Airways,Delhi,Cochin,1,14714,176.568,1235,3,6,16,0,12,35
Jet Airways,Delhi,Cochin,2,10588,127.056,1295,6,6,21,25,19,0
Jet Airways,Delhi,Cochin,1,7438,89.256,590,21,3,9,0,18,50
Air India,Delhi,Cochin,1,12677,152.124,765,6,3,20,40,9,25
Jet Airways,Delhi,Cochin,1,14714,176.568,1485,6,6,18,15,19,0
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,24,6,12,0,13,30
IndiGo,Delhi,Cochin,2,6494,77.928,825,21,3,7,35,21,20
IndiGo,Banglore,New Delhi,1,5607,67.284,260,15,3,16,15,20,35
Jet Airways,Banglore,New Delhi,1,25735,308.82,1350,1,3,22,50,21,20
IndiGo,Banglore,Delhi,0,4823,57.876,175,3,5,7,10,10,5
Air India,Mumbai,Hyderabad,0,2050,24.6,80,21,3,21,5,22,25
Air India,Banglore,New Delhi,1,12127,145.524,865,12,3,8,50,23,15
Multiple carriers,Delhi,Cochin,1,13377,160.524,435,12,6,18,15,1,30
Jet Airways,Banglore,Delhi,0,7229,86.748,180,6,5,19,50,22,50
Vistara,Delhi,Cochin,0,6216,74.592,190,24,4,6,0,9,10
Air India,Delhi,Cochin,0,8456,101.47200000000001,185,9,6,18,5,21,10
Jet Airways,Delhi,Cochin,2,15129,181.548,1045,18,5,19,10,12,35
Jet Airways,Banglore,New Delhi,1,13817,165.804,885,12,3,16,55,7,40
